order_id,customer_id,order_date,status,region_code
77,613,2014-07-12 18:58:15,DELIVERED,WEST
78,13,2009-10-02 19:03:26,DELIVERED,WEST
79,398,1996-08-14 04:18:39,PLACED,CENTRAL
80,249,2001-05-18 21:59:21,RETURNED,CENTRAL
81,174,2022-08-12 18:32:33,CANCELLED,SOUTH
82,143,2015-12-15 10:50:39,DELIVERED,EAST
83,275,2020-12-22 18:08:07,CANCELLED,SOUTH
84,65,1986-06-15 21:30:36,SHIPPED,WEST
85,283,2019-12-21 11:02:14,CANCELLED,EAST
86,496,2015-09-21 21:54:28,PLACED,EAST
87,258,2010-01-23 19:42:59,SHIPPED,WEST
88,609,2022-06-07 19:32:15,RETURNED,SOUTH
89,469,1983-04-07 21:41:54,PLACED,SOUTH
90,312,2005-05-20 11:38:24,PLACED,WEST
91,341,1992-12-17 06:52:33,RETURNED,WEST
92,338,2016-02-13 18:37:47,CANCELLED,EAST
93,441,2016-12-21 23:03:34,RETURNED,SOUTH
94,308,1982-03-30 20:27:46,DELIVERED,CENTRAL
95,206,1991-04-27 08:43:58,CANCELLED,EAST
96,182,2007-04-07 23:37:03,CANCELLED,EAST
97,299,1970-09-20 22:01:02,CANCELLED,CENTRAL
98,249,2015-10-14 13:56:42,DELIVERED,WEST
99,288,1970-07-30 16:13:47,CANCELLED,EAST
100,117,1974-08-16 22:55:21,RETURNED,SOUTH
101,607,1970-10-25 07:15:43,RETURNED,SOUTH
102,699,1997-12-26 15:26:50,RETURNED,NORTH
103,473,1976-08-25 07:34:53,SHIPPED,WEST
104,299,2005-09-29 12:20:30,PLACED,WEST
105,690,1977-01-26 00:00:00,CANCELLED,SOUTH
106,649,2016-08-25 04:24:36,DELIVERED,SOUTH
107,259,2000-05-06 22:53:08,SHIPPED,WEST
108,387,1993-12-02 23:42:45,PLACED,WEST
109,613,1984-12-06 14:56:08,CANCELLED,CENTRAL
110,411,2019-05-10 04:52:10,RETURNED,CENTRAL
111,429,1989-04-12 09:15:18,RETURNED,NORTH
112,369,1987-02-21 21:52:56,RETURNED,CENTRAL
113,654,1983-02-21 00:25:46,PLACED,NORTH
114,255,1972-04-26 02:42:22,DELIVERED,SOUTH
115,663,1971-08-13 01:53:03,RETURNED,NORTH
116,577,2012-02-25 04:50:11,CANCELLED,EAST
117,441,1976-04-04 05:06:55,PLACED,NORTH
118,101,1973-11-14 19:22:45,DELIVERED,SOUTH
119,523,2010-06-07 09:28:04,RETURNED,CENTRAL
120,595,2014-09-07 00:26:42,RETURNED,SOUTH
121,457,1984-10-03 04:58:43,DELIVERED,WEST
122,475,2010-10-15 19:03:49,RETURNED,CENTRAL
123,155,2013-06-03 15:16:03,DELIVERED,NORTH
124,495,1978-04-16 02:38:26,PLACED,EAST
125,426,2018-03-09 00:00:00,PLACED,NORTH
126,146,1978-03-02 01:08:08,DELIVERED,EAST
127,352,1975-11-18 03:28:39,CANCELLED,SOUTH
128,534,2011-02-24 13:07:18,CANCELLED,EAST
129,488,1978-11-03 20:41:46,PLACED,WEST
130,464,1995-08-02 11:56:39,DELIVERED,NORTH
131,308,2014-09-01 00:00:00,PLACED,NORTH
132,24,2021-12-24 18:54:15,DELIVERED,NORTH
133,694,2014-02-02 18:53:15,SHIPPED,SOUTH
134,529,2008-07-09 17:11:38,SHIPPED,CENTRAL
135,164,2024-08-28 15:29:58,DELIVERED,CENTRAL
136,437,1982-07-29 10:46:21,CANCELLED,SOUTH
137,415,1977-07-18 01:40:15,SHIPPED,SOUTH
138,656,2017-05-04 13:33:33,CANCELLED,WEST
139,30,1982-07-16 21:09:29,RETURNED,SOUTH
140,461,1987-03-29 16:39:26,RETURNED,WEST
141,399,1990-01-17 13:01:26,PLACED,SOUTH
142,211,2001-10-11 05:51:11,DELIVERED,NORTH
143,592,2014-12-12 06:22:42,PLACED,CENTRAL
144,192,1975-02-25 21:15:56,DELIVERED,EAST
145,202,2013-06-20 23:24:57,CANCELLED,NORTH
146,269,2000-11-09 09:44:16,CANCELLED,CENTRAL
147,655,1988-10-22 13:12:50,DELIVERED,CENTRAL
148,398,2022-05-10 12:35:46,RETURNED,WEST
149,602,1999-01-21 17:30:58,PLACED,EAST
150,361,2017-02-08 06:12:03,CANCELLED,CENTRAL
151,177,2015-06-06 18:30:23,DELIVERED,CENTRAL
152,605,2022-05-23 11:36:42,PLACED,SOUTH
153,321,2022-05-29 10:14:31,PLACED,SOUTH
154,313,1992-01-04 06:04:38,PLACED,SOUTH
155,383,1987-07-07 03:15:35,SHIPPED,CENTRAL
156,398,1981-01-08 16:29:59,CANCELLED,CENTRAL
157,142,2023-02-17 04:21:40,RETURNED,WEST
158,434,1975-01-14 04:58:06,SHIPPED,WEST
159,651,1988-11-14 00:25:29,RETURNED,SOUTH
160,569,2022-11-19 01:45:28,SHIPPED,WEST
161,-1,1974-03-31 15:31:17,SHIPPED,SOUTH
162,323,1996-01-19 12:30:05,CANCELLED,CENTRAL
163,55,1996-06-11 11:13:16,DELIVERED,NORTH
164,497,1992-08-21 04:16:34,SHIPPED,SOUTH
165,394,1974-02-01 18:22:49,RETURNED,CENTRAL
166,669,1987-07-29 13:19:33,CANCELLED,WEST
167,504,2025-04-24 06:36:01,CANCELLED,WEST
168,501,1988-01-05 06:44:06,SHIPPED,NORTH
169,579,1982-02-09 11:04:25,PLACED,SOUTH
170,300,1999-12-25 13:07:39,PLACED,EAST
171,231,1974-09-21 21:48:21,RETURNED,EAST
172,173,2003-06-18 19:28:02,CANCELLED,CENTRAL
173,508,1983-08-28 15:47:22,RETURNED,CENTRAL
174,116,2011-07-14 03:15:26,RETURNED,NORTH
175,275,1996-09-19 23:34:11,RETURNED,EAST
176,556,1982-02-22 04:53:52,PLACED,WEST
177,-1,2013-12-04 13:42:53,SHIPPED,WEST
178,105,2003-06-27 03:36:40,SHIPPED,EAST
179,34,1977-05-19 01:17:51,CANCELLED,EAST
180,-1,1979-10-16 23:20:49,PLACED,WEST
181,121,2006-10-16 11:38:27,SHIPPED,SOUTH
182,603,2022-04-24 07:46:51,DELIVERED,CENTRAL
183,648,1999-05-07 20:46:49,CANCELLED,SOUTH
184,631,1984-11-11 00:37:12,SHIPPED,SOUTH
185,212,2011-10-13 05:09:33,PLACED,CENTRAL
186,360,2013-10-12 06:09:57,RETURNED,EAST
187,612,1977-03-25 20:25:05,RETURNED,SOUTH
188,332,2000-01-19 13:44:52,DELIVERED,EAST
189,587,2018-09-07 08:54:51,DELIVERED,CENTRAL
190,696,1987-08-17 09:17:12,PLACED,SOUTH
191,422,1977-01-11 05:09:58,PLACED,EAST
192,672,1972-05-16 11:20:04,SHIPPED,SOUTH
193,256,1974-12-18 10:10:45,SHIPPED,EAST
194,254,1974-10-17 02:35:23,CANCELLED,WEST
195,146,2008-11-17 20:18:08,RETURNED,EAST
196,643,2019-07-06 05:35:19,CANCELLED,WEST
197,463,1987-01-20 14:32:42,PLACED,NORTH
198,413,2022-11-22 08:01:43,RETURNED,EAST
199,378,2000-05-05 11:00:30,CANCELLED,WEST
200,336,1971-04-12 09:37:56,RETURNED,NORTH
201,96,2003-11-14 10:26:19,CANCELLED,EAST
202,65,1980-02-17 19:01:56,RETURNED,WEST
203,224,2014-06-06 01:20:17,CANCELLED,SOUTH
204,507,2013-07-29 14:52:13,DELIVERED,EAST
205,291,1970-01-22 13:33:54,DELIVERED,CENTRAL
206,592,1972-07-29 09:49:53,SHIPPED,CENTRAL
207,497,2015-03-24 20:49:21,DELIVERED,NORTH
208,48,1996-07-28 12:40:27,PLACED,WEST
209,17,1988-02-18 07:33:11,PLACED,SOUTH
210,452,1980-04-26 05:22:48,CANCELLED,NORTH
211,439,2017-08-21 00:00:00,SHIPPED,SOUTH
212,666,1992-06-11 23:46:25,DELIVERED,SOUTH
213,281,1996-08-18 13:39:23,PLACED,EAST
214,257,2009-02-07 18:15:51,PLACED,EAST
215,681,1970-04-03 01:22:26,SHIPPED,NORTH
216,406,2005-01-26 21:56:14,DELIVERED,SOUTH
217,440,2018-02-25 15:12:44,PLACED,NORTH
218,-1,2022-06-20 01:49:22,SHIPPED,WEST
219,80,2003-05-23 21:41:49,SHIPPED,CENTRAL
220,232,2002-07-16 05:16:40,RETURNED,WEST
221,10,1999-09-04 06:31:46,PLACED,EAST
222,124,1997-06-27 07:20:29,CANCELLED,SOUTH
223,490,2019-07-11 18:10:31,PLACED,SOUTH
224,393,2023-02-22 07:05:05,PLACED,NORTH
225,106,2025-04-11 05:17:59,DELIVERED,EAST
226,307,2023-06-12 18:26:12,SHIPPED,WEST
227,137,1974-10-09 08:05:33,SHIPPED,NORTH
228,544,2006-10-03 23:19:51,RETURNED,NORTH
229,625,1985-05-15 10:53:28,SHIPPED,WEST
230,-1,1970-03-24 04:54:59,SHIPPED,SOUTH
231,422,1996-02-28 21:46:10,RETURNED,WEST
232,223,2016-11-26 16:23:04,PLACED,NORTH
233,144,2025-08-30 22:04:52,PLACED,CENTRAL
234,394,2023-01-25 18:38:47,DELIVERED,WEST
235,323,2002-10-21 19:46:25,SHIPPED,SOUTH
236,284,1978-04-01 12:47:43,PLACED,SOUTH
237,567,2008-08-07 22:09:28,RETURNED,CENTRAL
238,623,2006-06-06 01:18:57,DELIVERED,NORTH
239,-1,1994-06-04 23:07:19,DELIVERED,SOUTH
240,531,1992-09-09 00:00:00,RETURNED,CENTRAL
241,194,2016-05-26 02:51:41,CANCELLED,EAST
242,662,1990-08-10 19:59:05,PLACED,SOUTH
243,507,1997-04-06 08:02:15,CANCELLED,NORTH
244,247,1973-10-03 20:54:10,CANCELLED,CENTRAL
245,73,2013-01-10 05:15:01,RETURNED,NORTH
246,370,2014-01-13 02:55:25,DELIVERED,SOUTH
247,397,1976-03-03 12:57:25,RETURNED,WEST
248,375,1994-11-11 22:57:45,RETURNED,SOUTH
249,483,2006-05-20 05:00:22,PLACED,NORTH
250,602,1993-02-21 07:21:30,PLACED,NORTH
251,269,1975-06-23 18:20:30,SHIPPED,NORTH
252,62,2001-04-12 09:33:12,CANCELLED,CENTRAL
253,294,2021-10-01 03:55:55,RETURNED,WEST
254,434,2022-02-28 15:53:11,CANCELLED,NORTH
255,656,1989-09-24 23:05:01,RETURNED,CENTRAL
256,631,2014-01-30 23:19:24,SHIPPED,EAST
257,-1,1983-10-28 14:04:49,DELIVERED,NORTH
258,524,1982-01-07 20:55:27,SHIPPED,SOUTH
259,550,2007-09-25 13:30:18,DELIVERED,WEST
260,601,1972-09-04 13:57:42,PLACED,EAST
261,448,1996-02-22 10:33:24,SHIPPED,NORTH
262,251,2014-12-18 15:14:10,PLACED,WEST
263,119,1982-12-31 09:49:21,CANCELLED,CENTRAL
264,624,1990-05-04 11:06:10,PLACED,EAST
265,683,2017-05-10 05:56:55,SHIPPED,NORTH
266,13,1996-07-19 02:31:53,SHIPPED,NORTH
267,168,1977-04-07 17:36:12,CANCELLED,EAST
268,536,2012-11-30 01:43:35,RETURNED,EAST
269,171,2016-11-16 00:00:00,DELIVERED,SOUTH
270,276,1994-06-13 11:36:19,PLACED,NORTH
271,344,2003-02-09 02:40:15,CANCELLED,EAST
272,537,1975-10-11 06:26:24,PLACED,EAST
273,591,2013-01-23 02:41:39,PLACED,WEST
274,467,1999-10-22 03:28:53,RETURNED,EAST
275,57,2020-01-15 13:57:43,CANCELLED,CENTRAL
276,171,1982-11-23 03:58:35,DELIVERED,SOUTH
277,-1,1979-07-11 07:13:21,PLACED,CENTRAL
278,691,1972-06-06 06:51:43,PLACED,SOUTH
279,522,1983-02-21 08:17:38,PLACED,NORTH
280,13,1971-09-23 10:34:33,SHIPPED,NORTH
281,484,2018-12-24 05:03:23,DELIVERED,WEST
282,154,2010-05-08 17:43:30,SHIPPED,NORTH
283,567,1986-03-25 13:55:19,CANCELLED,SOUTH
284,330,2003-04-17 22:35:04,SHIPPED,WEST
285,328,1996-06-15 20:52:00,DELIVERED,NORTH
286,586,1974-04-15 16:33:55,DELIVERED,NORTH
287,515,2023-12-12 15:20:01,PLACED,SOUTH
288,229,2006-10-14 11:51:14,RETURNED,NORTH
289,411,2013-10-13 23:36:29,PLACED,WEST
290,290,1990-12-10 16:37:12,DELIVERED,EAST
291,89,2004-01-02 17:12:25,RETURNED,WEST
292,9,2006-05-03 03:38:35,DELIVERED,SOUTH
293,299,2025-03-29 20:29:20,RETURNED,EAST
294,638,2000-07-29 14:13:37,SHIPPED,WEST
295,378,1971-02-13 01:53:20,RETURNED,WEST
296,201,1972-07-09 16:49:16,RETURNED,SOUTH
297,155,1993-02-01 23:27:01,PLACED,WEST
298,-1,1973-10-25 05:47:01,SHIPPED,CENTRAL
299,355,1992-12-25 00:59:29,PLACED,EAST
300,2,2023-08-11 08:11:52,CANCELLED,EAST
301,107,2019-01-24 20:24:28,SHIPPED,CENTRAL
302,244,1972-11-30 03:51:48,CANCELLED,WEST
303,62,1997-08-05 22:51:28,SHIPPED,EAST
304,-1,1978-01-16 13:21:33,PLACED,SOUTH
305,533,1984-05-28 06:56:48,CANCELLED,EAST
306,470,2024-12-03 16:06:44,PLACED,CENTRAL
307,98,2014-06-30 12:40:46,RETURNED,SOUTH
308,653,2015-05-31 05:45:00,CANCELLED,NORTH
309,607,2005-08-07 05:01:19,RETURNED,NORTH
310,446,2001-03-11 20:34:14,SHIPPED,SOUTH
311,299,2016-02-22 17:10:33,DELIVERED,EAST
312,403,2006-07-07 07:20:31,DELIVERED,EAST
313,-1,1980-02-20 06:17:58,DELIVERED,SOUTH
314,77,2020-06-05 22:26:11,SHIPPED,SOUTH
315,599,2009-06-04 17:10:42,PLACED,SOUTH
316,109,1985-11-08 21:21:33,SHIPPED,WEST
317,478,1974-11-26 09:38:34,DELIVERED,WEST
318,124,1972-07-05 14:23:10,RETURNED,EAST
319,213,2020-01-18 22:48:54,CANCELLED,EAST
320,475,1979-08-21 06:00:31,DELIVERED,NORTH
321,93,2003-04-09 13:03:12,SHIPPED,EAST
322,618,2014-06-30 01:41:55,PLACED,SOUTH
323,336,1971-04-19 19:31:33,SHIPPED,NORTH
324,255,2002-01-25 05:27:32,DELIVERED,WEST
325,526,2012-01-30 17:19:06,PLACED,EAST
326,267,1973-02-12 09:46:35,SHIPPED,NORTH
327,415,1986-07-07 21:46:45,CANCELLED,CENTRAL
328,564,2017-09-21 19:50:29,SHIPPED,NORTH
329,474,2014-02-24 16:10:26,PLACED,SOUTH
330,125,1978-11-19 12:47:35,PLACED,NORTH
331,228,1970-12-24 00:00:00,SHIPPED,SOUTH
332,411,1981-09-21 00:00:00,DELIVERED,NORTH
333,597,2013-01-19 21:15:34,RETURNED,EAST
334,77,1973-05-26 17:06:10,PLACED,NORTH
335,203,1990-11-30 21:51:37,CANCELLED,SOUTH
336,95,2025-11-07 14:00:57,DELIVERED,NORTH
337,44,2024-01-05 10:45:53,CANCELLED,NORTH
338,173,1976-08-15 05:04:52,RETURNED,WEST
339,405,2001-01-16 12:42:24,CANCELLED,NORTH
340,392,2011-08-06 02:26:53,CANCELLED,SOUTH
341,-1,1981-08-13 12:11:10,SHIPPED,SOUTH
342,282,2010-03-22 10:34:41,DELIVERED,WEST
343,153,1974-05-09 16:12:05,PLACED,CENTRAL
344,635,2025-08-26 12:48:27,RETURNED,SOUTH
345,663,2025-08-18 08:05:19,DELIVERED,WEST
346,422,1977-03-27 21:01:52,RETURNED,WEST
347,63,1977-10-08 22:50:00,PLACED,EAST
348,393,2003-10-31 13:38:45,SHIPPED,WEST
349,205,2010-06-28 05:50:49,RETURNED,SOUTH
350,646,2024-05-20 14:35:13,RETURNED,NORTH
351,392,2011-11-23 12:43:14,DELIVERED,WEST
352,-1,1985-01-04 08:38:16,CANCELLED,EAST
353,580,1974-04-18 14:38:51,RETURNED,EAST
354,398,2024-09-28 19:13:33,DELIVERED,SOUTH
355,27,1983-10-16 16:09:00,DELIVERED,CENTRAL
356,225,1999-01-02 13:02:35,PLACED,EAST
357,60,1992-12-15 17:00:15,CANCELLED,CENTRAL
358,367,2025-03-23 11:08:59,RETURNED,SOUTH
359,164,2020-03-20 07:26:17,PLACED,SOUTH
360,673,2016-03-01 16:04:16,SHIPPED,EAST
361,547,1997-05-10 23:28:36,PLACED,SOUTH
362,590,1992-01-24 21:40:44,CANCELLED,EAST
363,178,1978-03-22 13:27:36,SHIPPED,SOUTH
364,607,2016-07-21 02:37:02,DELIVERED,EAST
365,606,2009-03-12 17:42:11,PLACED,EAST
366,582,2007-02-24 00:58:00,RETURNED,SOUTH
367,577,1979-05-07 08:10:55,SHIPPED,WEST
368,556,1991-11-20 03:50:19,DELIVERED,SOUTH
369,503,2023-12-21 15:34:26,PLACED,NORTH
370,58,1984-07-05 21:44:34,SHIPPED,CENTRAL
371,225,2022-01-02 23:41:27,PLACED,CENTRAL
372,490,1973-02-07 01:26:01,PLACED,EAST
373,629,2010-05-12 05:08:00,SHIPPED,SOUTH
374,349,1981-10-21 01:33:18,SHIPPED,EAST
375,61,1992-10-30 23:46:18,PLACED,SOUTH
376,601,1974-04-21 09:19:42,SHIPPED,NORTH
377,539,1978-03-21 03:29:33,DELIVERED,NORTH
378,383,1988-08-21 15:45:15,CANCELLED,CENTRAL
379,104,1979-08-12 11:02:05,DELIVERED,EAST
380,-1,2021-07-21 00:13:49,SHIPPED,SOUTH
381,448,1998-04-02 17:12:15,CANCELLED,EAST
382,179,1981-06-08 22:14:11,RETURNED,CENTRAL
383,366,2017-05-20 12:36:53,SHIPPED,CENTRAL
384,-1,1995-03-05 14:15:22,CANCELLED,EAST
385,302,2007-08-30 00:34:14,SHIPPED,SOUTH
386,-1,1981-03-25 05:59:16,RETURNED,WEST
387,582,1999-11-07 23:36:17,PLACED,SOUTH
388,617,1986-07-31 19:40:01,DELIVERED,CENTRAL
389,227,2009-08-09 08:03:22,RETURNED,NORTH
390,509,1972-10-08 13:50:22,SHIPPED,EAST
391,-1,1979-01-28 22:49:45,SHIPPED,EAST
392,328,1976-10-20 17:08:39,SHIPPED,NORTH
393,687,2023-10-31 17:04:24,DELIVERED,WEST
394,12,2013-01-08 00:00:00,DELIVERED,SOUTH
395,256,2011-09-05 07:35:21,PLACED,EAST
396,263,1995-08-06 18:54:41,PLACED,NORTH
397,50,2022-12-02 21:14:12,CANCELLED,WEST
398,430,1980-09-25 23:43:35,SHIPPED,WEST
399,505,1971-01-24 11:50:56,CANCELLED,EAST
400,560,2003-02-20 15:24:55,CANCELLED,NORTH
401,491,1975-06-30 08:54:41,RETURNED,SOUTH
402,167,1970-06-07 19:40:19,CANCELLED,NORTH
403,35,1970-06-29 13:16:59,DELIVERED,NORTH
404,327,1982-03-18 07:56:15,DELIVERED,NORTH
405,76,1976-01-25 14:49:09,DELIVERED,SOUTH
406,385,2018-02-04 03:34:30,SHIPPED,NORTH
407,561,2014-05-09 11:28:16,PLACED,EAST
408,609,2010-05-28 06:03:07,RETURNED,WEST
409,32,1989-04-23 04:27:37,CANCELLED,SOUTH
410,622,1998-04-29 06:14:16,CANCELLED,SOUTH
411,55,2017-03-12 02:58:07,PLACED,EAST
412,211,2024-12-11 07:54:01,SHIPPED,WEST
413,-1,2023-11-30 05:59:29,RETURNED,EAST
414,677,2022-07-29 03:36:30,DELIVERED,EAST
415,244,2002-05-24 08:29:55,PLACED,NORTH
416,403,2017-02-11 15:50:07,RETURNED,CENTRAL
417,503,1978-08-20 22:16:42,SHIPPED,NORTH
418,370,1984-01-12 03:21:49,PLACED,WEST
419,90,1979-09-27 11:14:06,DELIVERED,CENTRAL
420,492,2013-07-16 22:54:04,SHIPPED,NORTH
421,27,1988-06-09 11:49:08,SHIPPED,SOUTH
422,654,2005-08-06 09:28:07,DELIVERED,NORTH
423,485,2000-08-26 05:28:40,PLACED,EAST
424,408,1998-01-15 02:15:38,CANCELLED,WEST
425,677,1986-04-13 16:25:26,DELIVERED,NORTH
426,658,1981-11-17 10:29:43,RETURNED,WEST
427,190,2011-07-20 00:05:45,DELIVERED,WEST
428,379,2017-01-25 15:21:23,SHIPPED,WEST
429,-1,1972-07-24 01:55:38,DELIVERED,WEST
430,477,2010-07-30 10:05:13,DELIVERED,SOUTH
431,276,1982-04-01 22:27:43,RETURNED,NORTH
432,155,2018-10-22 01:43:17,PLACED,NORTH
433,-1,2004-01-07 18:35:15,DELIVERED,CENTRAL
434,424,2011-08-26 13:56:15,RETURNED,SOUTH
435,567,1975-12-28 18:41:06,PLACED,WEST
436,536,2012-09-05 22:23:31,CANCELLED,CENTRAL
437,487,2026-03-30 08:40:03,RETURNED,SOUTH
438,488,2023-04-04 04:57:41,DELIVERED,NORTH
439,405,1990-07-01 08:39:28,PLACED,CENTRAL
440,585,1993-09-02 22:44:03,RETURNED,CENTRAL
441,694,1998-07-01 23:30:18,RETURNED,SOUTH
442,124,1970-04-24 14:08:15,CANCELLED,SOUTH
443,172,2007-12-14 23:12:50,SHIPPED,SOUTH
444,130,1986-01-13 20:08:37,PLACED,WEST
445,81,1983-01-22 18:31:11,CANCELLED,SOUTH
446,643,1977-12-30 16:08:34,SHIPPED,CENTRAL
447,265,2006-01-30 04:01:58,DELIVERED,NORTH
448,90,1976-07-06 05:38:26,CANCELLED,CENTRAL
449,407,2012-02-13 08:43:23,RETURNED,EAST
450,283,1994-08-18 00:00:00,RETURNED,WEST
451,13,2021-10-17 22:40:36,RETURNED,CENTRAL
452,536,2006-09-23 21:12:23,CANCELLED,NORTH
453,425,2004-07-15 23:51:14,SHIPPED,SOUTH
454,581,1984-12-03 03:18:30,RETURNED,CENTRAL
455,103,2001-08-04 03:38:04,PLACED,CENTRAL
456,104,2022-06-03 16:30:24,DELIVERED,CENTRAL
457,353,2012-08-18 20:28:35,CANCELLED,EAST
458,393,2014-11-13 15:58:16,CANCELLED,CENTRAL
459,624,1984-02-29 13:40:40,CANCELLED,NORTH
460,177,1988-10-23 14:52:59,DELIVERED,WEST
461,148,1973-08-12 00:54:17,RETURNED,CENTRAL
462,698,1983-03-08 21:52:51,CANCELLED,NORTH
463,406,1977-09-01 15:42:41,DELIVERED,SOUTH
464,51,2024-03-17 22:08:49,CANCELLED,EAST
465,382,1980-02-26 19:39:15,PLACED,EAST
466,311,2016-08-18 19:49:16,DELIVERED,EAST
467,504,2002-04-14 14:16:52,PLACED,SOUTH
468,138,2003-11-09 19:09:45,DELIVERED,WEST
469,329,1981-12-31 13:15:20,DELIVERED,WEST
470,620,1980-11-14 20:18:32,PLACED,SOUTH
471,453,2015-08-09 11:38:56,SHIPPED,WEST
472,497,1972-12-07 15:27:34,RETURNED,EAST
473,58,1973-09-04 20:43:31,RETURNED,SOUTH
474,68,2013-11-19 02:28:17,DELIVERED,CENTRAL
475,414,1994-10-14 00:00:00,SHIPPED,CENTRAL
476,583,1989-05-26 00:00:00,PLACED,SOUTH
477,198,1984-04-06 09:09:33,SHIPPED,NORTH
478,256,1999-07-31 19:44:15,PLACED,WEST
479,52,1987-02-09 03:04:31,DELIVERED,SOUTH
480,281,1992-09-30 22:30:45,DELIVERED,WEST
481,518,2011-12-23 03:04:29,CANCELLED,NORTH
482,698,2024-10-16 04:52:31,PLACED,SOUTH
483,382,2021-08-11 08:00:28,CANCELLED,CENTRAL
484,457,2000-11-02 01:05:29,SHIPPED,WEST
485,601,1972-12-12 15:53:06,RETURNED,EAST
486,353,1977-02-08 09:36:39,SHIPPED,EAST
487,93,2020-05-21 03:52:33,DELIVERED,NORTH
