item_id,order_id,product_id,quantity,unit_price,discount_percent
81,927,461,6,3006.45,48
82,974,428,10,1381.68,97
83,284,259,8,246.56,57
84,1367,230,3,2683.83,93
85,667,46,10,4558.8,79
86,839,199,4,2755.86,50
87,695,277,1,37794.4,85
88,1823,227,5,2516.8,11
89,1774,85,1,10817.28,80
90,1631,396,5,876.3,82
91,254,330,9,254.24,24
92,1957,317,9,12384.0,96
93,109,491,10,39005.82,24
94,1538,244,9,20410.2,2
95,247,338,9,5055.4,2
96,564,403,4,162183.06,90
97,1719,455,-10,4483.84,10
98,1653,274,10,5835.6,51
99,1207,24,8,4379.89,2
100,697,224,3,2384.97,3
101,1761,271,6,620.98,32
102,187,59,2,34198.56,21
103,585,74,3,4480.46,98
104,184,79,5,22003.8,52
105,1390,87,1,9748.53,41
106,372,14,1,2503.76,49
107,203,164,3,5731.8,41
108,529,193,2,1051.17,25
109,491,386,10,1443.84,30
110,1010,261,9,1867.82,14
111,552,32,6,5928.44,70
112,834,34,8,8585.5,52
113,1298,120,1,6969.08,70
114,1974,301,2,2641.86,97
115,1137,334,3,129717.14,72
116,834,229,2,635.68,81
117,1025,105,3,11014.63,69
118,345,401,4,26148.03,54
119,1969,467,9,2705.68,5
120,3,417,8,3054.8,79
121,593,335,3,4219.6,7
122,1912,472,8,10192.84,76
123,514,430,7,6444.46,80
124,436,300,9,3040.45,5
125,331,379,9,6725.12,8
126,616,46,7,4593.6,15
127,1701,72,9,2151.14,55
128,432,313,9,67796.4,40
129,1811,350,6,29317.6,33
130,1542,363,8,630.12,31
131,1357,165,6,2853.6,58
132,1965,307,6,13785.2,88
133,274,331,1,1122.3,60
134,9,462,1,1262.84,22
135,847,285,8,39839.54,50
136,1103,42,2,1635.76,3
137,1828,427,8,18032.15,15
138,723,498,7,6114.56,76
139,734,199,3,2715.92,98
140,1663,357,1,1589.91,59
141,759,480,4,2809.84,1
142,454,381,1,8183.38,35
143,1394,472,6,10020.08,11
144,1672,315,5,36020.7,91
145,453,120,8,8268.4,46
146,76,144,8,2045.16,90
147,1448,311,4,1854.6,25
148,1682,327,7,3705.27,35
149,1166,257,8,8876.85,70
150,397,338,10,5758.76,87
151,1235,290,3,3317.44,75
152,263,382,2,2496.6,33
153,1912,292,4,17846.16,66
154,1493,401,5,23883.24,86
155,48,497,9,2280.72,32
156,1395,287,8,699.6,54
157,1313,345,1,4736.09,41
158,886,433,7,553.42,15
159,1393,266,8,2852.5,46
160,1060,389,1,4093.08,92
161,460,25,5,12576.72,53
162,1091,230,6,2154.9,50
163,399,172,2,2158.32,73
164,1655,13,4,4279.44,54
165,1962,39,4,10866.88,21
166,675,160,2,2338.7,80
167,199,15,8,43079.52,3
168,1214,409,6,57594.64,32
169,507,56,8,1983.15,43
170,1705,28,6,6923.7,30
171,1933,38,10,1811.16,56
172,1565,49,8,23592.96,15
173,176,499,1,4926.16,4
174,773,161,2,10376.1,16
175,127,471,8,1105.56,38
176,1251,321,7,3930.08,13
177,1388,29,9,27078.45,37
178,1741,196,-7,403.41,79
179,1541,211,-4,1953.62,76
180,1613,338,10,4835.6,58
181,787,238,7,5617.98,79
182,1269,52,6,4966.0,86
183,1604,14,8,2651.04,42
184,1204,99,2,1007.96,1
185,1219,366,2,276.48,24
186,1853,294,3,833.3,65
187,525,182,7,37420.0,92
188,1272,228,-3,26343.72,17
189,1633,23,1,4854.12,39
190,1198,224,9,2714.6,83
191,1545,184,5,2835.2,69
192,1589,75,3,2271.25,39
193,1236,176,5,3116.96,1
194,1061,301,3,2506.38,30
195,1039,420,9,3751.06,6
196,865,177,4,15330.56,81
197,1861,104,2,5000.4,24
198,1368,244,8,19079.1,88
199,679,437,-10,3060.48,42
200,1262,154,7,52369.2,20
201,215,233,1,4836.25,28
202,1885,2,4,6992.04,29
203,956,320,4,4516.2,61
204,1505,394,6,791.1,94
205,770,106,7,2121.75,0
206,744,6,2,3849.01,3
207,1137,59,3,32044.32,56
208,399,324,10,1966.85,97
209,738,23,1,4939.28,25
210,582,90,4,1142.64,33
211,1473,90,6,1134.36,70
212,504,92,4,16424.1,22
213,1727,135,2,3260.4,86
214,282,195,2,474.0,26
215,625,234,4,157.3,47
216,1354,88,9,25030.35,79
217,1806,223,2,7939.38,18
218,1808,474,3,3900.15,24
219,393,273,7,2482.92,47
220,652,307,7,16291.6,31
221,1887,24,10,4092.16,24
222,1750,275,-5,2860.65,19
223,672,127,1,41887.3,35
224,1788,65,9,5804.4,74
225,1815,251,4,59474.94,10
226,1607,241,10,5396.16,21
227,1042,199,9,2416.37,63
228,1063,238,3,4885.2,91
229,766,270,8,12958.44,63
230,971,138,10,1551.84,81
231,1887,405,10,14500.2,4
232,425,113,4,565.44,30
233,811,112,5,2066.4,48
234,1171,81,6,9860.08,70
235,174,69,2,1968.26,56
236,1063,181,4,290.56,5
237,953,263,10,2774.4,54
238,924,240,7,1886.82,47
239,1648,255,6,71244.86,48
240,51,92,8,17469.27,33
241,1322,39,6,12927.84,10
242,604,432,9,8411.76,69
243,1319,41,5,6446.82,29
244,202,61,2,764.72,4
245,1119,103,6,5232.76,86
246,675,129,5,61721.31,98
247,1400,433,5,544.04,90
248,1238,71,9,1503.98,33
249,18,395,5,7870.66,44
250,1604,207,7,1867.28,74
251,1552,336,1,2960.0,83
252,1050,390,3,1700.17,50
253,467,117,4,28415.0,29
254,1057,301,9,3025.72,59
255,1480,417,8,2618.4,10
256,642,434,4,26928.39,98
257,1930,358,7,3469.56,56
258,922,437,9,2630.1,47
259,285,296,3,2672.74,94
260,20,256,6,26978.4,28
261,859,218,7,7845.7,99
262,1415,276,5,4959.6,75
263,48,291,1,425.34,17
264,315,488,6,58932.48,80
265,1637,309,10,4236.8,50
266,781,105,7,10195.36,68
267,792,97,8,5274.84,42
268,1167,493,8,1391.0,38
269,191,88,2,24288.71,70
270,364,17,10,4467.5,3
271,383,102,2,1937.66,49
272,582,106,4,2195.55,84
273,1074,36,8,2369.85,47
274,1062,6,3,3817.2,52
275,801,81,2,9525.84,68
276,857,245,2,927.2,26
277,267,446,4,3123.75,55
278,1676,364,8,3249.9,77
279,1178,481,5,1336.32,25
280,1030,367,8,124305.92,25
281,16,74,8,4252.64,51
282,1239,414,4,1530.9,42
283,1865,292,8,16035.68,59
284,1180,21,2,2444.26,82
285,1805,471,8,1205.16,89
286,1726,365,5,7113.82,78
287,1687,415,3,31473.24,31
288,368,461,10,2961.91,55
289,938,197,3,10501.92,72
290,196,202,1,1451.97,20
291,561,452,9,3180.87,85
292,1877,35,4,1927.93,63
293,843,391,9,5539.26,47
294,157,387,2,18844.56,98
295,1597,167,7,187.24,21
296,518,107,9,376.29,59
297,55,38,8,1712.88,43
298,1528,205,4,265.96,4
299,22,129,2,61257.24,17
300,670,344,8,1913.75,59
301,140,43,9,2320.01,31
302,1462,487,8,978.12,60
303,1681,143,3,6729.8,2
304,1244,52,3,4545.8,15
305,1095,380,7,5827.05,9
306,1376,391,1,6421.62,34
307,315,226,6,1828.5,27
308,1464,18,9,534.76,56
309,1427,25,9,11762.4,84
310,1468,338,2,5363.12,88
311,632,228,1,29045.64,0
312,100,396,7,924.6,25
313,1903,128,6,15880.75,30
314,410,47,1,30158.37,3
315,30,173,4,720.5,85
316,130,113,2,615.6,85
317,344,371,3,663.78,53
318,1050,56,6,2034.0,71
319,1284,98,10,9205.76,69
320,810,481,7,1179.72,29
321,438,55,6,865.2,22
322,31,206,6,6673.7,49
323,436,235,4,1351.84,84
324,1670,143,10,7080.92,5
325,138,454,4,26180.55,38
326,1572,307,8,14161.16,91
327,1099,406,10,3818.0,32
328,1965,49,10,22118.4,80
329,1427,199,3,2396.4,22
330,1302,390,6,1700.17,85
331,988,35,6,1525.7,77
332,1868,300,8,3117.1,65
333,1312,380,4,6384.42,75
334,1444,7,4,1850.2,78
335,1555,460,2,2472.82,30
336,1512,220,4,17093.79,10
337,123,71,6,1352.5,37
338,414,78,7,140.36,82
339,78,122,10,165061.4,56
340,1514,450,6,2544.48,35
341,651,330,1,286.02,53
342,1328,417,5,2923.88,3
343,470,434,6,26271.6,31
344,422,277,1,37524.44,85
345,509,411,4,24588.69,48
346,1068,165,3,3050.4,80
347,13,34,8,8741.6,24
348,107,325,3,4349.8,26
349,258,47,3,31384.32,70
350,1703,408,4,886.86,64
351,161,219,8,872.27,21
352,1478,102,4,1714.62,22
353,1241,128,5,13595.75,73
354,919,496,4,7231.04,61
355,164,487,6,1046.76,48
356,344,242,8,870.84,64
357,1249,377,7,6460.14,19
358,1679,489,8,35598.2,97
359,782,219,2,982.22,38
360,1219,276,3,5248.91,93
361,360,132,7,2506.04,39
362,929,146,7,10660.38,77
363,985,37,6,42231.3,91
364,962,101,3,18291.01,24
365,9,7,9,2237.06,92
366,767,252,7,1701.36,53
367,1926,203,6,47290.86,62
368,631,329,10,15243.2,52
369,1813,20,2,16008.84,72
370,333,100,7,6388.2,32
371,1580,468,6,1222.2,90
372,1001,326,6,6911.52,7
373,1334,198,7,1766.24,31
374,497,245,1,1056.4,46
375,1293,362,1,1768.8,85
376,1322,76,5,915.9,58
377,1934,349,3,1900.98,31
378,1234,297,3,4626.6,14
379,1579,48,7,5425.34,90
380,1201,499,2,4465.44,24
381,1795,217,3,1164.16,54
382,518,355,5,4185.72,68
383,1349,454,7,27244.8,39
384,1504,211,2,1611.38,81
385,1173,398,6,488.24,18
386,551,384,4,18327.15,95
387,816,358,5,3290.1,21
388,1672,252,1,1383.12,8
389,1585,357,7,1772.82,53
390,1341,148,7,4663.25,22
391,768,96,3,4085.52,62
392,373,258,2,7121.32,72
393,1668,109,3,5054.12,7
394,1536,94,4,854.32,52
395,903,321,10,3965.17,81
396,341,41,5,5194.56,48
397,256,142,2,14706.0,3
398,1200,121,8,52943.75,86
399,1558,52,1,4240.2,34
400,1540,490,1,4924.29,74
401,1617,22,2,3474.2,66
402,1622,4,-7,571.47,66
403,1971,390,5,1724.99,62
404,970,388,6,343.14,54
405,690,190,6,2319.6,30
406,1928,185,7,4224.86,78
407,118,500,6,4811.44,42
408,1652,52,1,4736.8,89
409,823,372,3,43161.8,77
410,252,445,9,2035.5,89
411,1539,418,4,1876.71,57
412,1267,352,8,34905.78,52
413,1353,97,1,6068.4,41
414,35,325,6,4256.59,5
415,1986,414,6,1591.65,56
416,479,311,8,2056.92,94
417,1255,407,2,66311.63,54
418,1924,477,8,8863.46,89
419,1854,52,7,4545.8,77
420,400,365,3,7988.47,66
421,1795,293,9,983.46,16
422,1020,408,2,902.02,86
423,1124,448,8,3433.9,57
424,1956,60,8,19508.52,69
425,494,125,4,16982.05,96
426,1934,338,-2,4967.48,55
427,1466,15,3,48683.36,41
428,1849,197,5,9308.52,92
429,528,341,8,6829.2,85
430,253,341,3,6780.42,68
431,1298,372,8,43946.56,88
432,682,447,4,4331.24,73
433,1570,474,10,3235.68,82
434,703,194,7,1033.5,82
435,1608,288,7,6563.7,29
436,458,133,2,76558.65,11
437,229,46,6,4628.4,75
438,1920,97,2,5975.04,47
439,261,437,6,3347.4,48
440,1182,378,1,6617.59,7
441,1209,275,4,2903.03,49
442,868,164,6,6291.0,86
443,1913,408,3,955.08,84
444,1233,303,4,824.9,50
445,19,276,-8,4959.6,18
446,1672,483,5,3436.72,28
447,1024,349,8,1836.54,76
448,581,75,1,2343.93,40
449,633,258,2,6776.74,90
450,1176,245,4,950.0,37
451,1443,495,7,609.39,42
452,313,424,4,4557.99,93
453,1914,415,4,33776.16,94
454,108,473,3,14776.82,62
455,1490,201,5,8072.96,84
456,1869,435,3,14502.4,70
457,804,173,7,720.5,60
458,714,388,7,324.52,9
459,1082,373,5,7583.87,89
460,1891,100,-9,5566.86,12
461,269,166,10,469.91,6
462,1741,479,5,5439.88,83
463,336,296,3,2785.04,89
464,989,150,3,1753.92,27
465,1648,384,4,17536.05,83
466,19,186,10,6589.03,86
467,1609,440,3,794.22,54
468,1392,431,3,3085.8,7
469,197,183,8,2534.6,6
470,241,264,6,1751.04,55
471,1987,77,7,2101.32,4
472,244,124,7,995.0,38
473,1409,306,3,5457.4,95
474,769,398,2,481.06,59
475,1772,419,7,5354.84,80
476,1338,228,6,24767.6,15
477,239,43,2,2213.75,82
478,1370,466,9,67273.83,2
479,1202,294,10,801.25,35
480,1421,382,2,2956.5,75
481,371,197,8,10342.8,89
482,889,153,10,1873.02,12
483,667,33,9,2732.4,51
484,1665,359,1,58542.92,71
485,1675,275,9,2648.75,8
486,1063,429,10,16050.26,91
487,1677,405,2,14946.36,96
488,425,495,2,631.35,76
489,1424,93,1,10339.07,57
490,1640,161,2,8531.46,16
491,1178,106,3,2066.4,71
492,526,436,1,22970.08,15
493,1037,153,6,2300.2,69
494,352,217,1,1001.52,38
495,95,485,9,1487.64,37
496,1350,274,8,5543.82,73
497,1005,356,6,1064.7,45
498,1242,276,9,4794.28,88
499,203,340,1,1481.22,4
500,386,73,5,1805.66,27
501,1961,69,10,2100.58,27
502,1212,184,5,2525.1,93
503,1275,217,2,1087.12,32
504,534,196,3,435.54,58
505,171,484,5,3219.98,54
506,1926,356,3,1073.15,26
507,145,323,5,9796.8,89
508,1323,99,6,1141.76,84
509,1327,421,9,54895.95,20
510,860,421,3,51066.0,55
511,777,14,10,2461.68,9
512,554,64,9,20777.31,87
513,1124,209,2,87037.2,81
514,183,186,6,7813.54,34
515,300,445,4,2035.5,1
516,201,194,4,969.9,13
517,1604,474,2,3322.35,67
518,1492,449,5,2960.64,62
519,196,271,6,671.88,73
520,1773,145,9,2542.9,77
521,203,460,1,2389.7,40
522,1939,385,-7,2601.3,44
523,1651,380,9,6435.09,76
524,1807,436,7,25636.25,75
525,262,133,-1,84278.85,65
526,1461,80,3,2824.92,48
527,1163,377,5,5351.31,92
528,1310,499,6,4678.08,99
529,511,348,10,1428.03,90
530,938,94,8,876.04,59
531,1029,147,5,178878.0,54
532,1067,483,4,3007.13,81
533,1758,45,5,3011.04,98
534,641,433,2,609.7,10
535,158,374,4,68709.2,11
536,339,295,1,2532.32,95
537,586,284,8,6438.15,1
538,1971,486,7,6475.33,65
539,1910,375,3,4332.5,63
540,1055,351,9,2679.6,15
541,831,8,10,1546.28,95
542,15,366,7,285.12,68
543,1536,177,4,17577.28,84
544,1948,472,9,11315.78,77
545,87,311,8,2360.4,21
546,1382,477,9,9337.08,28
547,359,39,6,12740.48,17
548,1053,181,1,279.21,63
549,777,88,6,20951.33,43
550,1872,348,4,1578.96,69
551,1743,393,2,5341.91,38
552,990,151,-5,5786.08,0
553,1512,324,10,1726.3,27
554,1891,157,9,2845.12,4
555,1916,238,10,5577.27,62
556,118,183,1,2843.16,58
557,673,153,6,1856.59,0
558,717,456,3,1736.06,45
559,19,52,7,4775.0,25
560,174,271,9,702.42,19
561,842,64,8,20225.7,19
562,1576,337,5,13036.14,60
563,810,192,5,2217.93,54
564,1828,94,9,977.4,34
565,223,225,8,4910.5,17
566,725,383,7,3329.7,45
567,1810,446,4,2966.25,24
568,584,21,3,2505.88,53
569,1524,170,1,1071.8,85
570,408,486,8,6920.2,85
571,545,61,7,790.0,70
572,1015,410,3,3976.8,96
573,1566,400,7,18689.58,92
574,1892,380,7,5776.38,14
575,1962,56,1,1932.3,19
576,705,257,1,10343.46,87
577,485,27,6,5316.06,76
578,1511,5,7,2360.0,37
579,578,249,2,553.42,54
580,508,317,3,12867.75,65
581,383,128,5,15309.5,14
582,1770,135,4,3882.84,54
583,407,243,2,3660.36,93
584,1029,313,3,56174.16,75
585,1289,325,3,3635.19,15
586,271,206,1,7159.06,24
587,1903,75,7,1998.7,78
588,409,47,1,29913.18,52
589,1076,157,4,2447.64,43
590,873,246,1,1727.46,54
591,1319,27,5,4883.86,34
592,745,144,6,1956.24,53
593,506,164,1,5359.0,5
594,2,27,6,5013.52,36
595,967,144,10,1674.66,55
596,379,130,8,18118.54,42
597,624,58,2,18281.05,1
598,1399,283,-3,852.0,46
599,1519,415,6,34032.04,99
600,1207,271,10,615.89,30
601,1332,142,4,15686.4,49
602,179,455,2,4122.24,80
603,1521,309,2,3674.1,75
604,1984,468,4,1125.2,90
605,913,474,2,3235.68,69
606,1268,176,5,3426.08,60
607,1559,104,9,5542.11,19
608,90,66,4,5349.27,70
609,1458,130,9,18118.54,46
610,919,323,2,10475.04,55
611,139,248,7,2115.54,64
612,1620,12,3,459.24,35
613,1427,496,3,7292.32,5
614,1958,290,1,3998.7,88
615,390,380,7,6333.75,87
616,1091,446,9,2940.0,21
617,897,385,9,2759.64,71
618,1597,200,7,229.62,34
619,424,95,1,2691.0,73
620,447,304,1,1454.52,65
621,933,258,9,6776.74,38
622,1746,113,5,601.92,34
623,1131,61,3,739.44,5
624,1093,122,5,130870.11,81
625,304,483,5,3512.53,17
626,554,448,1,3881.8,31
627,1687,108,9,4716.62,0
628,1329,178,10,8386.51,41
629,171,485,9,1272.04,92
630,274,210,10,1403.01,41
631,118,321,1,4772.24,45
632,450,375,5,3985.9,32
633,1990,9,9,12886.47,99
634,1924,400,10,16761.29,92
635,1528,353,7,4274.2,83
636,528,446,10,3333.75,26
637,1673,227,4,2323.2,34
638,418,298,7,2305.08,57
639,475,374,7,59384.38,18
640,1848,246,2,1713.75,23
641,941,95,3,2714.4,72
642,1005,483,3,3285.1,36
643,44,159,3,5013.54,22
644,1675,202,10,1439.56,8
645,294,37,7,43342.65,58
646,1862,331,7,983.1,92
647,1079,71,1,1395.78,12
648,774,197,1,8990.28,1
649,1564,426,1,3534.0,31
650,1578,43,5,2018.94,80
651,1229,7,1,2354.8,13
652,1111,377,6,6604.77,90
653,175,104,3,5208.75,97
654,1153,457,8,15735.2,20
655,630,170,8,1062.48,31
656,115,279,5,1088.1,69
657,253,11,1,797.78,69
658,608,53,9,1978.92,53
659,291,1,4,15452.8,29
660,875,198,3,1606.88,83
661,588,116,7,7380.54,91
662,1686,462,2,1205.0,21
663,226,115,2,2093.0,36
664,732,40,10,2824.8,15
665,739,473,2,14884.68,5
666,1239,78,3,148.83,67
667,686,308,3,3292.03,54
668,308,458,5,3041.82,36
669,714,449,2,2729.34,63
670,1356,189,5,967.95,91
671,1636,40,1,3224.98,19
672,1593,336,3,2841.6,18
673,800,229,8,631.04,8
674,232,296,7,3144.4,93
675,571,75,2,2180.4,16
676,373,393,7,5431.69,40
677,1013,218,8,7728.6,52
678,1233,407,6,62475.42,83
679,1888,126,7,11258.19,70
680,1019,276,9,5166.25,68
681,1099,421,4,51917.1,10
682,1190,367,7,132733.44,73
683,1591,356,4,1115.4,11
684,482,186,1,6763.96,2
685,743,286,8,5593.0,17
686,1887,57,1,1434.48,44
687,740,435,3,15688.96,58
688,296,428,9,1684.68,53
689,497,108,4,4633.14,95
690,283,61,3,771.04,93
691,54,357,7,1702.47,6
692,1437,55,10,807.52,61
693,1716,305,3,8186.2,18
694,749,73,2,1542.06,9
695,26,292,7,14742.48,97
696,374,241,3,6407.94,67
697,1431,486,5,6178.75,52
698,1480,173,8,742.5,82
699,1424,7,5,1900.66,19
700,123,452,1,3448.17,96
701,356,258,3,6317.3,50
702,1706,217,8,1087.12,91
703,1699,133,-10,81062.1,39
704,1453,117,7,31597.48,20
705,557,499,2,4465.44,48
706,1948,65,4,5058.12,79
707,115,113,7,524.4,95
708,1999,287,10,864.96,9
709,1673,355,8,4152.5,40
710,1337,329,7,18509.6,48
711,338,28,6,7143.5,54
712,399,139,2,366.12,9
713,743,309,6,3641.0,30
714,578,84,9,5900.86,8
715,434,306,1,5625.32,39
716,385,283,4,923.0,4
717,493,138,2,1628.16,72
718,92,289,8,2374.29,6
719,645,48,5,4891.7,45
720,1540,145,7,2715.3,24
721,645,385,7,3008.46,45
722,1995,67,2,11688.0,52
723,1837,380,9,5725.71,64
724,1654,397,3,562.1,75
725,1631,196,8,456.96,4
726,595,83,3,3712.54,59
727,162,454,2,29799.0,91
728,475,453,4,197.1,87
729,1340,73,3,1845.2,64
730,1058,374,10,63801.4,66
731,1906,394,6,726.64,16
732,695,149,6,2213.64,55
733,82,457,7,13536.9,26
734,1251,311,2,2360.4,19
735,1162,322,8,2076.94,1
736,293,393,5,5701.03,11
737,1022,49,8,22118.4,21
738,1913,152,3,664.16,35
739,1181,187,6,18587.52,9
740,367,364,8,3334.68,60
741,525,391,8,6372.6,17
742,1925,64,10,22983.75,5
743,745,440,5,794.22,52
744,1756,318,3,3023.12,46
745,1050,433,10,656.6,40
746,766,43,7,2231.46,57
747,539,450,1,2879.28,82
748,117,380,4,6688.44,71
749,17,80,2,2948.82,48
750,325,292,7,17716.84,9
751,457,199,8,2616.07,11
752,715,239,8,3140.8,68
753,1844,419,8,5127.94,10
754,370,375,2,4817.74,50
755,1574,222,4,42079.02,42
756,133,163,6,19111.35,62
757,436,360,8,939.03,35
758,931,20,9,14959.08,60
759,299,328,4,17462.4,72
760,65,308,7,2789.43,46
761,1618,221,8,542.88,6
762,434,445,1,2415.0,97
763,1401,217,5,1010.08,81
764,361,43,3,1983.52,35
765,830,42,5,1764.56,91
766,925,447,7,3926.16,27
767,1372,458,-5,2711.7,6
768,190,459,7,3912.0,96
769,609,85,4,10225.71,53
770,987,244,9,19522.8,20
771,1978,357,7,1702.47,88
772,1169,200,1,226.06,76
773,407,40,10,3036.66,18
774,664,341,6,5365.8,19
775,1837,235,3,1508.75,40
776,233,406,7,3917.6,66
777,1480,2,8,7415.8,16
778,1300,231,10,3199.03,4
779,448,382,4,2693.7,89
780,1119,397,3,659.19,48
781,443,179,4,6582.8,24
782,1991,348,10,1625.4,1
783,759,417,6,2400.2,38
784,1837,158,9,1285.2,15
785,1433,256,8,27652.86,52
786,721,181,9,279.21,66
787,1995,392,6,950.33,22
788,940,220,6,15238.65,70
789,1219,84,9,6423.06,48
790,584,433,7,609.7,36
791,1438,318,2,2730.56,13
792,184,333,1,12245.97,52
793,213,255,10,83924.03,69
794,205,325,8,3914.82,74
795,1651,17,5,4896.38,53
796,434,115,8,1898.65,48
797,235,101,8,18422.6,15
798,719,496,8,7537.44,82
799,1442,402,7,2942.5,47
800,1602,115,9,1779.05,34
801,1802,338,5,5231.24,53
802,1379,124,1,1098.48,53
803,67,8,1,1519.62,47
804,1722,419,9,6171.68,94
805,1229,163,6,17037.25,73
806,881,124,9,971.12,24
807,1263,330,7,308.72,6
808,1642,478,10,2600.22,16
809,1924,326,7,6963.88,22
810,826,463,6,1057.14,20
811,896,119,2,9276.96,16
812,1033,61,10,853.2,50
813,1727,391,5,6666.72,70
814,326,486,6,5733.88,11
815,192,14,7,2314.4,80
816,1578,304,3,1159.4,79
817,1450,279,2,1071.36,48
818,52,381,3,7572.68,81
819,1294,399,6,5122.1,30
820,1337,460,4,2472.82,24
821,1097,431,4,2952.6,99
822,1653,403,7,185748.12,33
823,1351,27,5,4840.64,18
824,1285,12,10,487.72,13
825,228,236,10,2531.2,13
826,291,145,5,2973.9,23
827,191,40,8,3224.98,46
828,1870,430,4,6497.72,12
829,1006,408,1,932.34,9
830,997,492,2,801.56,87
831,860,193,6,1231.1,57
832,1656,83,3,3372.46,1
833,1851,92,10,19410.3,77
834,1751,17,2,4288.8,44
835,992,315,10,33886.14,0
836,325,268,5,22565.26,15
837,395,311,1,2141.22,2
838,1061,263,3,2681.92,46
839,236,461,4,2449.7,41
840,284,113,2,606.48,88
841,1925,65,5,4892.28,61
842,409,489,2,39158.02,90
843,1130,334,5,135167.44,95
844,1657,254,7,6467.58,51
845,1889,99,5,1025.8,25
846,1408,434,5,30650.2,50
847,211,299,10,3384.36,21
848,1627,106,8,2269.35,57
849,868,306,5,5709.28,40
850,1276,56,10,2067.9,54
851,410,291,6,370.26,80
852,1679,33,8,2732.4,4
853,1963,262,5,1738.24,52
854,602,310,9,781.66,50
855,62,59,3,36352.8,41
856,880,405,3,13496.34,31
857,149,111,6,1229.36,18
858,1597,161,2,8454.6,40
859,1410,6,6,3689.96,59
860,1163,408,6,1046.04,29
861,1151,34,7,9287.95,77
862,435,270,4,11093.21,71
863,570,367,10,147481.6,85
864,154,294,7,839.71,96
865,892,163,6,17185.4,25
866,102,411,8,23826.25,5
867,563,216,2,371.77,57
868,351,308,6,3216.64,49
869,485,296,1,2672.74,2
870,1319,402,10,2942.5,59
871,583,68,7,13055.82,68
872,1881,271,1,610.8,82
873,34,36,8,2412.55,53
874,1482,155,5,4612.8,96
875,709,205,2,276.86,99
876,642,253,10,16940.82,50
877,612,357,8,1758.75,82
878,1981,467,2,2967.52,47
879,1921,317,2,10642.5,28
880,98,423,1,12978.9,13
881,662,442,7,5610.15,21
882,181,98,6,10792.96,68
883,11,479,1,5176.66,5
884,227,25,5,10133.76,33
885,675,353,10,4121.55,48
886,553,358,3,4157.49,17
887,1195,236,2,2553.6,40
888,1766,76,10,979.8,52
889,1305,229,2,584.64,67
890,493,296,8,2942.26,62
891,2000,144,6,1985.88,93
892,989,116,2,6648.12,98
893,607,365,2,7055.51,71
894,1712,447,4,4081.96,82
895,1506,439,4,89667.6,9
896,154,498,8,4990.56,27
897,27,344,4,1898.44,49
898,385,250,2,34135.2,26
899,1668,303,9,919.8,40
900,1558,484,-5,3244.56,58
901,1343,79,9,17760.21,16
902,449,470,6,2404.62,57
903,1778,318,9,2828.08,99
904,820,97,-2,5508.24,54
905,337,352,5,38784.2,73
906,1328,53,3,1778.16,13
